MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
PUTAWAY,SLAMS DUNK,B15-136-L-3516-2304-60,B15-165-L-3516-2652-0,Emp-2,20180826223244,20180826224144,20180826223744
MOVE TO DOOR,REPLEN,A8-121-L-1644-2100-36,DR-D1,Emp-3,20180826223411,20180826223611,20180826223911
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-143-R-276-2388-60,A7-101-L-1416-1836-60,Emp-10,20180826223538,20180826223638,20180826224438
MOVE TO DOOR,PUTAWAY,A10-44-R-2100-1080-0,DR-D2,Emp-7,20180826223705,20180826224005,20180826224305
PUTAWAY,REPLEN,A7-54-L-1416-1212-0,B21-254-R-4884-3900-36,Emp-4,20180826223832,20180826224832,20180826224332
REPLEN OVERFLOW,SLOT CHANGE,A6-103-L-1188-1860-0,A10-58-L-2100-1272-84,Emp-7,20180826223959,20180826224659,20180826224559
MOVE TO DOOR,PUTAWAY,B18-160-R-4200-2592-0,DR-D7,Emp-1,20180826224126,20180826224426,20180826224726
MOVE TO DOOR,PUTAWAY,B18-199-L-4200-3108-60,DR-D5,Emp-8,20180826224253,20180826225153,20180826225153
PUTAWAY,REPLEN,B14-146-L-3288-2424-84,A10-57-R-2100-1248-84,Emp-8,20180826224420,20180826225020,20180826225220
PUTAWAY,SLAMS DUNK,B21-240-R-4884-3732-0,B18-136-R-4200-2304-60,Emp-9,20180826224547,20180826224747,20180826225447
RETURNS PUTAWAY,RETURNS PUTAWAY,A4-216-R-732-3384-24,A9-1-R-1872-300-0,Emp-3,20180826224714,20180826225514,20180826225514
PUTAWAY,PUTAWAY,A11-1-L-2328-300-60,A1Y-L-1656-0-0,Emp-7,20180826224841,20180826225041,20180826225541
REPLEN OVERFLOW,REPLEN,C22-189-R-5160-2940-0,B18-179-L-4200-2820-84,Emp-4,20180826225008,20180826225508,20180826225508
MOVE TO DOOR,PUTAWAY,A9-209-R-1872-3276-0,DR-D14,Emp-5,20180826225135,20180826230035,20180826225735
REPLEN,SLAMS DUNK,B16-186-R-3744-2904-60,B18-254-L-4200-3900-60,Emp-4,20180826225302,20180826225502,20180826230202
PUTAWAY,PUTAWAY,A5-50-L-960-1152-0,A1Y-L-2340-0-0,Emp-10,20180826225429,20180826230129,20180826230429
REPLEN OVERFLOW,REPLEN,A11-176-R-2328-2784-48,A8-61-L-1644-1308-0,Emp-1,20180826225556,20180826230056,20180826230456
REPLEN,SLAMS DUNK,A3-92-R-504-1728-0,A4-124-R-732-2148-60,Emp-2,20180826225723,20180826230623,20180826230723
PUTAWAY,REPLEN,A3-92-R-504-1728-0,A1-187-R-48-2916-0,Emp-2,20180826225850,20180826230550,20180826230650
REPLEN,SLOT CHANGE,A2-91-L-276-1704-60,B14-170-R-3288-2712-84,Emp-5,20180826230017,20180826230817,20180826230517
PUTAWAY,REPLEN,A11-66-R-2328-1368-48,C23-203-L-5364-3168-0,Emp-1,20180826230144,20180826230544,20180826230744
MOVE TO DOOR,SLAMS DUNK,A10-23-R-2100-792-84,DR-D18,Emp-7,20180826230311,20180826230811,20180826231211
REPLEN OVERFLOW,SLAMS DUNK,B14-213-L-3288-3336-84,B16-209-L-3744-3276-96,Emp-3,20180826230438,20180826231138,20180826231338
RETURNS PUTAWAY,RETURNS PUTAWAY,C2Y-R-5796-1944-60,A1Y-L-2400-0-84,Emp-3,20180826230605,20180826231405,20180826231505
REPLEN,PUTAWAY,A1Y-L-2280-0-60,A1Y-L-684-0-60,Emp-5,20180826230732,20180826231132,20180826231732
PUTAWAY,SLAMS DUNK,A2-17-L-276-684-0,A9-58-L-1872-1272-0,Emp-1,20180826230859,20180826231159,20180826231659
PUTAWAY,REPLEN,DR-D10,A10-121-R-2100-2100-84,Emp-7,20180826231026,20180826231126,20180826231826
PUTAWAY,SLAMS DUNK,A2-199-R-276-3108-0,A9-146-R-1872-2424-48,Emp-10,20180826231153,20180826232153,20180826231853
PUTAWAY,SLAMS DUNK,B19-132-L-4428-2256-0,A10-18-L-2100-696-0,Emp-6,20180826231320,20180826231420,20180826232020
MOVE TO DOOR,REPLEN,A1-101-L-48-1836-0,DR-D20,Emp-5,20180826231447,20180826231947,20180826232347
MOVE TO DOOR,SLOT CHANGE,A1-88-L-48-1668-60,DR-D2,Emp-3,20180826231614,20180826231714,20180826232114
PUTAWAY,SLAMS DUNK,B14-179-L-3288-2820-0,A10-84-L-2100-1608-0,Emp-6,20180826231741,20180826232041,20180826232441
REPLEN,PUTAWAY,A4-148-L-732-2448-0,A6-195-L-1188-3048-60,Emp-7,20180826231908,20180826232708,20180826232808
REPLEN OVERFLOW,PUTAWAY,A5-164-R-960-2640-0,A5-209-L-960-3276-36,Emp-2,20180826232035,20180826232435,20180826232735
REPLEN OVERFLOW,SLAMS DUNK,B13-248-R-3060-3828-12,B21-127-L-4884-2196-84,Emp-4,20180826232202,20180826232902,20180826232702
REPLEN,SLOT CHANGE,A10-134-R-2100-2280-0,A9-2-L-1872-348-0,Emp-4,20180826232329,20180826233329,20180826233329
REPLEN,REPLEN,A3-96-L-504-1776-0,B15-227-R-3516-3564-84,Emp-8,20180826232456,20180826233256,20180826232956
PUTAWAY,SLOT CHANGE,B16-229-R-3744-3600-96,B18-240-L-4200-3732-84,Emp-4,20180826232623,20180826233323,20180826233223
REPLEN OVERFLOW,PUTAWAY,A1Y-L-1260-0-84,A6-161-L-1188-2604-60,Emp-9,20180826232750,20180826233350,20180826233750
MOVE TO DOOR,SLAMS DUNK,C23-132-L-5364-2256-0,DR-D4,Emp-2,20180826232917,20180826233117,20180826233417
MOVE TO DOOR,REPLEN,B18-170-R-4200-2712-0,DR-D11,Emp-3,20180826233044,20180826233944,20180826234044
PUTAWAY,SLAMS DUNK,A11-83-R-2328-1596-0,A5-18-R-960-696-60,Emp-1,20180826233211,20180826233311,20180826234011
MOVE TO DOOR,REPLEN,A7-131-L-1416-2244-60,DR-D8,Emp-5,20180826233338,20180826233538,20180826233938
REPLEN OVERFLOW,REPLEN,B18-209-R-4200-3276-0,A1-130-L-48-2232-0,Emp-8,20180826233505,20180826233805,20180826234105
REPLEN OVERFLOW,SLOT CHANGE,B16-159-L-3744-2580-96,A9-199-R-1872-3108-0,Emp-9,20180826233632,20180826234632,20180826234532
REPLEN,SLOT CHANGE,A6-216-R-1188-3384-72,B15-160-L-3516-2592-60,Emp-5,20180826233759,20180826234759,20180826234459
PUTAWAY,REPLEN,B13-174-R-3060-2760-0,A11-153-R-2328-2508-48,Emp-1,20180826233926,20180826234626,20180826234926
REPLEN OVERFLOW,SLOT CHANGE,B16-186-L-3744-2904-60,A10-121-R-2100-2100-84,Emp-3,20180826234053,20180826234453,20180826235053
PUTAWAY,REPLEN,A1-21-L-48-756-60,A2-27-R-276-852-60,Emp-8,20180826234220,20180826234420,20180826234820
REPLEN OVERFLOW,SLAMS DUNK,A1Y-L-1080-0-60,B15-240-L-3516-3732-60,Emp-1,20180826234347,20180826235147,20180826234847
MOVE TO DOOR,PUTAWAY,A10-101-L-2100-1836-84,DR-D15,Emp-3,20180826234514,20180826235314,20180826235514
PUTAWAY,REPLEN,A1-206-R-48-3216-0,B12-210-L-2832-3288-84,Emp-3,20180826234641,20180826234841,20180826235241
REPLEN OVERFLOW,REPLEN,A8-213-L-1644-3336-48,B12-191-R-2832-2988-0,Emp-1,20180826234808,20180826235708,20180826235708
REPLEN,SLOT CHANGE,A9-216-L-1872-3384-72,B15-209-R-3516-3276-0,Emp-5,20180826234935,20180826235735,20180826235935
MOVE TO DOOR,REPLEN,A4-17-L-732-684-60,DR-D16,Emp-4,20180826235102,20180826235502,20180827000002
REPLEN OVERFLOW,SLAMS DUNK,B15-136-L-3516-2304-0,A11-14-R-2328-624-0,Emp-8,20180826235229,20180826235529,20180826235829
REPLEN OVERFLOW,REPLEN,A1-1-R-48-300-0,B21-151-R-4884-2484-36,Emp-7,20180826235356,20180826235956,20180827000356
MOVE TO DOOR,SLOT CHANGE,A7-68-R-1416-1392-60,DR-D2,Emp-2,20180826235523,20180826235823,20180827000523
REPLEN OVERFLOW,PUTAWAY,B13-248-R-3060-3828-12,B21-127-L-4884-2196-84,Emp-4,20180826235650,20180827000650,20180827000250
REPLEN,PUTAWAY,A4-153-L-732-2508-60,B14-132-R-3288-2256-84,Emp-7,20180826235817,20180827000617,20180827000717
REPLEN,SLAMS DUNK,A11-71-L-2328-1440-60,C23-219-R-5364-3444-0,Emp-3,20180826235944,20180827000844,20180827000844
REPLEN,PUTAWAY,A10-4-L-2100-408-0,B18-191-L-4200-2988-60,Emp-1,20180827000111,20180827000911,20180827001011
REPLEN OVERFLOW,SLOT CHANGE,C23-245-R-5364-3792-0,A1-92-L-48-1728-60,Emp-10,20180827000238,20180827000538,20180827000838
MOVE TO DOOR,SLOT CHANGE,A2-66-R-276-1368-60,DR-D4,Emp-9,20180827000405,20180827001205,20180827001305
REPLEN OVERFLOW,REPLEN,A1Y-L-1368-0-84,A8-87-L-1644-1644-0,Emp-6,20180827000532,20180827000832,20180827001232
REPLEN,PUTAWAY,A11-118-L-2328-2064-60,A5-209-R-960-3276-0,Emp-2,20180827000659,20180827001559,20180827001359
REPLEN OVERFLOW,SLAMS DUNK,A7-206-L-1416-3216-84,B18-132-R-4200-2256-0,Emp-3,20180827000826,20180827001626,20180827001626
MOVE TO DOOR,REPLEN,B18-227-R-4200-3564-36,DR-D13,Emp-8,20180827000953,20180827001453,20180827001553
REPLEN OVERFLOW,SLAMS DUNK,A5-21-R-960-756-60,A8-78-L-1644-1536-0,Emp-1,20180827001120,20180827001920,20180827001620
REPLEN,SLOT CHANGE,B2Y-R-3792-1944-0,A1Y-L-972-0-0,Emp-3,20180827001247,20180827001547,20180827002247
PUTAWAY,PUTAWAY,B15-127-L-3516-2196-60,B16-238-L-3744-3708-96,Emp-7,20180827001414,20180827001814,20180827002214
PUTAWAY,REPLEN,B12-174-R-2832-2760-0,A8-7-R-1644-504-60,Emp-2,20180827001541,20180827002041,20180827002541
PUTAWAY,REPLEN,A8-10-R-1644-564-60,B18-219-R-4200-3444-36,Emp-4,20180827001708,20180827002208,20180827002208
REPLEN OVERFLOW,SLOT CHANGE,A10-159-L-2100-2580-84,A6-170-R-1188-2712-0,Emp-4,20180827001835,20180827002535,20180827002435
REPLEN,SLAMS DUNK,A10-36-R-2100-960-0,A6-213-L-1188-3336-60,Emp-1,20180827002002,20180827002402,20180827003002
REPLEN,SLOT CHANGE,A4-86-R-732-1632-0,A7-122-L-1416-2124-60,Emp-2,20180827002129,20180827002929,20180827002729
REPLEN OVERFLOW,SLOT CHANGE,B21-217-L-4884-3396-60,A11-28-L-2328-864-0,Emp-6,20180827002256,20180827002456,20180827003156
REPLEN OVERFLOW,REPLEN,B21-209-R-4884-3276-0,A4-112-L-732-1992-60,Emp-5,20180827002423,20180827002923,20180827003023
REPLEN,SLOT CHANGE,B15-151-L-3516-2484-84,B19-155-L-4428-2532-0,Emp-5,20180827002550,20180827003150,20180827003250
RETURNS PUTAWAY,RETURNS PUTAWAY,B19-132-R-4428-2256-0,A1-71-R-48-1440-0,Emp-2,20180827002717,20180827003517,20180827003517
REPLEN,PUTAWAY,A7-71-L-1416-1440-60,B18-195-L-4200-3048-0,Emp-9,20180827002844,20180827003144,20180827003544
REPLEN,SLAMS DUNK,C24-219-R-5616-3444-0,B17-189-L-3972-2940-60,Emp-6,20180827003011,20180827003811,20180827003711
MOVE TO DOOR,REPLEN,B17-136-R-3972-2304-0,DR-D4,Emp-6,20180827003138,20180827003938,20180827003638
REPLEN,PUTAWAY,C2Y-R-5568-1944-0,A7-80-L-1416-1560-0,Emp-9,20180827003305,20180827003705,20180827004305
REPLEN,REPLEN,A11-32-R-2328-912-48,A4-61-L-732-1308-0,Emp-10,20180827003432,20180827003832,20180827004432
REPLEN,REPLEN,B15-235-R-3516-3672-60,A1-15-R-48-636-0,Emp-9,20180827003559,20180827003759,20180827004059
PUTAWAY,SLAMS DUNK,A2-143-R-276-2388-0,A9-30-R-1872-888-0,Emp-7,20180827003726,20180827004526,20180827004326
RETURNS PUTAWAY,RETURNS PUTAWAY,DR-D23,A3-188-R-504-2928-48,Emp-9,20180827003853,20180827004653,20180827004653
PUTAWAY,PUTAWAY,B15-155-L-3516-2532-0,B2Y-R-3792-1944-0,Emp-10,20180827004020,20180827004720,20180827004820
PUTAWAY,SLOT CHANGE,A4-202-R-732-3156-0,A7-75-L-1416-1500-60,Emp-3,20180827004147,20180827004847,20180827005147
MOVE TO DOOR,REPLEN,A8-172-L-1644-2736-0,DR-D8,Emp-3,20180827004314,20180827004614,20180827004814
PUTAWAY,SLOT CHANGE,A3-113-L-504-2004-60,A2-202-R-276-3156-84,Emp-8,20180827004441,20180827004541,20180827005341
MOVE TO DOOR,REPLEN,B13-231-R-3060-3624-12,DR-D4,Emp-5,20180827004608,20180827005608,20180827005608
REPLEN,SLAMS DUNK,B13-222-R-3060-3492-12,A8-32-R-1644-912-60,Emp-10,20180827004735,20180827004835,20180827005335
MOVE TO DOOR,PUTAWAY,B2Y-R-4944-1944-0,DR-D18,Emp-1,20180827004902,20180827005802,20180827005602
REPLEN,SLAMS DUNK,B2Y-R-3156-1944-0,B2Y-R-4320-1944-0,Emp-9,20180827005029,20180827005929,20180827005729
REPLEN,REPLEN,A5-96-L-960-1776-48,B15-191-L-3516-2988-60,Emp-8,20180827005156,20180827010056,20180827010056
REPLEN OVERFLOW,SLAMS DUNK,A1Y-L-1080-0-60,B14-259-L-3288-3960-84,Emp-9,20180827005323,20180827005523,20180827010323
PUTAWAY,SLOT CHANGE,B13-159-R-3060-2580-96,A8-14-R-1644-624-60,Emp-10,20180827005450,20180827005750,20180827010450
REPLEN,REPLEN,A9-199-L-1872-3108-48,B21-219-L-4884-3444-0,Emp-6,20180827005617,20180827010417,20180827010317
RETURNS PUTAWAY,RETURNS PUTAWAY,B17-217-R-3972-3396-60,A10-84-L-2100-1608-84,Emp-10,20180827005744,20180827010544,20180827010244
REPLEN,REPLEN,A5-50-R-960-1152-60,B16-132-L-3744-2256-60,Emp-8,20180827005911,20180827010611,20180827010811
PUTAWAY,REPLEN,B15-245-L-3516-3792-60,A11-36-R-2328-960-48,Emp-1,20180827010038,20180827010438,20180827010938
MOVE TO DOOR,SLAMS DUNK,A6-93-L-1188-1740-0,DR-D4,Emp-1,20180827010205,20180827010505,20180827010905
PUTAWAY,SLOT CHANGE,B15-132-R-3516-2256-84,B2Y-R-3048-1944-84,Emp-1,20180827010332,20180827010532,20180827011132
REPLEN,SLAMS DUNK,A3-209-R-504-3276-48,B13-206-R-3060-3216-0,Emp-1,20180827010459,20180827010959,20180827011459
PUTAWAY,SLOT CHANGE,B15-240-R-3516-3732-84,A1-164-L-48-2640-0,Emp-7,20180827010626,20180827010726,20180827011426
PUTAWAY,REPLEN,B16-163-L-3744-2628-12,A1-199-L-48-3108-84,Emp-4,20180827010753,20180827011353,20180827011453
REPLEN,PUTAWAY,B16-256-R-3744-3924-60,A1Y-L-120-0-0,Emp-4,20180827010920,20180827011720,20180827011520
REPLEN,PUTAWAY,A4-39-R-732-1008-60,A9-213-R-1872-3336-84,Emp-8,20180827011047,20180827011847,20180827011947
REPLEN OVERFLOW,SLOT CHANGE,B16-252-L-3744-3876-60,A11-1-L-2328-300-0,Emp-6,20180827011214,20180827011314,20180827012214
PUTAWAY,PUTAWAY,A2-157-L-276-2556-60,A9-45-L-1872-1092-84,Emp-6,20180827011341,20180827011541,20180827012341
PUTAWAY,SLOT CHANGE,B17-209-L-3972-3276-0,A1Y-L-744-0-84,Emp-5,20180827011508,20180827011808,20180827012208
REPLEN,PUTAWAY,A1Y-L-60-0-60,B15-195-R-3516-3048-84,Emp-5,20180827011635,20180827012235,20180827012135
REPLEN,SLOT CHANGE,B14-199-L-3288-3108-84,B18-206-L-4200-3216-60,Emp-4,20180827011802,20180827011902,20180827012802
MOVE TO DOOR,SLAMS DUNK,A8-23-R-1644-792-0,DR-D3,Emp-3,20180827011929,20180827012829,20180827012829
REPLEN,SLAMS DUNK,A10-6-L-2100-468-84,B16-243-L-3744-3768-60,Emp-7,20180827012056,20180827012456,20180827012656
MOVE TO DOOR,SLOT CHANGE,A7-199-R-1416-3108-0,DR-D18,Emp-7,20180827012223,20180827013123,20180827012823
REPLEN,REPLEN,A6-103-L-1188-1860-60,B18-146-R-4200-2424-36,Emp-7,20180827012350,20180827013050,20180827012850
REPLEN OVERFLOW,SLOT CHANGE,B18-132-R-4200-2256-36,A2-162-R-276-2616-0,Emp-1,20180827012517,20180827012717,20180827013017
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-8-R-276-516-60,B12-251-R-2832-3864-84,Emp-7,20180827012644,20180827012744,20180827013544
MOVE TO DOOR,SLAMS DUNK,A3-118-L-504-2064-0,DR-D11,Emp-10,20180827012811,20180827013011,20180827013611
REPLEN OVERFLOW,SLAMS DUNK,B13-253-L-3060-3888-84,B18-132-R-4200-2256-0,Emp-9,20180827012938,20180827013838,20180827013938
REPLEN,PUTAWAY,A3-149-R-504-2460-0,A8-112-L-1644-1992-36,Emp-7,20180827013105,20180827013705,20180827013605
REPLEN OVERFLOW,SLOT CHANGE,B18-179-R-4200-2820-0,A11-171-R-2328-2724-48,Emp-2,20180827013232,20180827014132,20180827013832
PUTAWAY,SLOT CHANGE,B15-179-R-3516-2820-84,A1-126-L-48-2184-60,Emp-6,20180827013359,20180827014059,20180827013859
REPLEN,REPLEN,B18-223-L-4200-3504-0,A2-61-L-276-1308-60,Emp-8,20180827013526,20180827014526,20180827014226
PUTAWAY,PUTAWAY,A9-96-L-1872-1776-0,B2Y-R-4824-1944-0,Emp-7,20180827013653,20180827014453,20180827014353
REPLEN OVERFLOW,REPLEN,A3-24-L-504-816-60,A8-206-R-1644-3216-48,Emp-7,20180827013820,20180827014020,20180827014320
MOVE TO DOOR,REPLEN,A3-3-R-504-360-0,DR-D1,Emp-9,20180827013947,20180827014647,20180827014747
PUTAWAY,PUTAWAY,A10-104-R-2100-1872-84,A3-191-L-504-2988-0,Emp-9,20180827014114,20180827014914,20180827015014
REPLEN OVERFLOW,PUTAWAY,A6-206-L-1188-3216-60,A8-213-R-1644-3336-48,Emp-5,20180827014241,20180827014641,20180827015241
REPLEN OVERFLOW,PUTAWAY,B15-191-L-3516-2988-60,B12-192-R-2832-3000-84,Emp-7,20180827014408,20180827014708,20180827015408
PUTAWAY,SLAMS DUNK,B19-174-R-4428-2760-0,A3-135-L-504-2292-0,Emp-6,20180827014535,20180827015435,20180827015435
REPLEN,PUTAWAY,A3-9-L-504-528-60,B17-136-R-3972-2304-60,Emp-5,20180827014702,20180827015502,20180827015202
REPLEN,REPLEN,A1-206-R-48-3216-0,A2-8-R-276-516-60,Emp-6,20180827014829,20180827015029,20180827015729
RETURNS PUTAWAY,RETURNS PUTAWAY,B18-189-L-4200-2940-84,B13-225-L-3060-3540-60,Emp-6,20180827014956,20180827015656,20180827015556
PUTAWAY,SLAMS DUNK,A2-219-L-276-3444-72,A2-49-R-276-1140-60,Emp-1,20180827015123,20180827015423,20180827015823
PUTAWAY,PUTAWAY,A7-1-R-1416-300-60,A7-219-L-1416-3444-72,Emp-5,20180827015250,20180827020150,20180827020250
MOVE TO DOOR,REPLEN,B17-235-R-3972-3672-60,DR-D16,Emp-4,20180827015417,20180827020317,20180827020317
REPLEN,SLOT CHANGE,B21-191-R-4884-2988-0,A11-172-R-2328-2736-0,Emp-3,20180827015544,20180827020044,20180827020544
REPLEN OVERFLOW,PUTAWAY,A8-20-R-1644-732-0,B19-254-L-4428-3900-0,Emp-10,20180827015711,20180827020511,20180827020511
REPLEN,PUTAWAY,A1Y-L-972-0-0,A9-1-L-1872-300-0,Emp-6,20180827015838,20180827020138,20180827020738
REPLEN,SLAMS DUNK,A9-206-L-1872-3216-0,B21-227-L-4884-3564-84,Emp-10,20180827020005,20180827021005,20180827020905
PUTAWAY,SLAMS DUNK,A6-219-L-1188-3444-0,A3-92-R-504-1728-60,Emp-2,20180827020132,20180827020432,20180827020832
PUTAWAY,PUTAWAY,A11-71-L-2328-1440-60,A8-107-L-1644-1920-36,Emp-5,20180827020259,20180827020859,20180827020959
REPLEN OVERFLOW,REPLEN,B13-160-R-3060-2592-36,C24-127-L-5616-2196-0,Emp-5,20180827020426,20180827020526,20180827021426
PUTAWAY,SLAMS DUNK,B21-245-R-4884-3792-0,A1-145-L-48-2412-60,Emp-2,20180827020553,20180827020853,20180827021153
PUTAWAY,SLAMS DUNK,B20-132-L-4656-2256-0,B16-229-R-3744-3600-12,Emp-1,20180827020720,20180827021220,20180827021520
PUTAWAY,PUTAWAY,B18-209-R-4200-3276-0,A1-130-L-48-2232-60,Emp-2,20180827020847,20180827021747,20180827021747
MOVE TO DOOR,SLOT CHANGE,B12-213-L-2832-3336-0,DR-D15,Emp-2,20180827021014,20180827021114,20180827021714
MOVE TO DOOR,SLOT CHANGE,A10-61-R-2100-1308-0,DR-D12,Emp-10,20180827021141,20180827021241,20180827022141
REPLEN,SLOT CHANGE,C24-235-R-5616-3672-0,A1-126-R-48-2184-60,Emp-7,20180827021308,20180827021908,20180827022008
REPLEN OVERFLOW,SLOT CHANGE,C22-146-L-5160-2424-0,B16-186-L-3744-2904-12,Emp-8,20180827021435,20180827022335,20180827022235
REPLEN,SLOT CHANGE,A1-199-R-48-3108-0,A5-219-L-960-3444-72,Emp-6,20180827021602,20180827022602,20180827022602
PUTAWAY,REPLEN,B2Y-R-4884-1944-0,A1Y-L-2400-0-60,Emp-9,20180827021729,20180827022329,20180827022729
REPLEN OVERFLOW,PUTAWAY,A7-165-R-1416-2652-0,B17-231-L-3972-3624-60,Emp-4,20180827021856,20180827022356,20180827022756
REPLEN,REPLEN,B18-199-L-4200-3108-0,A10-134-R-2100-2280-84,Emp-4,20180827022023,20180827022823,20180827022923
REPLEN OVERFLOW,REPLEN,A2-49-L-276-1140-60,B13-259-R-3060-3960-48,Emp-2,20180827022150,20180827022450,20180827022650
REPLEN,SLOT CHANGE,C23-221-R-5364-3468-120,A11-138-R-2328-2328-0,Emp-1,20180827022317,20180827023217,20180827023017
MOVE TO DOOR,SLAMS DUNK,A7-3-L-1416-360-0,DR-D5,Emp-10,20180827022444,20180827022844,20180827023344
REPLEN,SLAMS DUNK,B2Y-R-3216-1944-60,A11-8-R-2328-516-48,Emp-4,20180827022611,20180827023111,20180827023411
RETURNS PUTAWAY,RETURNS PUTAWAY,B15-132-R-3516-2256-0,A1-62-L-48-1320-0,Emp-5,20180827022738,20180827023238,20180827023438
REPLEN,PUTAWAY,C24-189-R-5616-2940-0,A5-37-R-960-984-0,Emp-5,20180827022905,20180827023205,20180827023805
MOVE TO DOOR,REPLEN,A7-216-R-1416-3384-48,DR-D23,Emp-1,20180827023032,20180827023232,20180827023832
PUTAWAY,REPLEN,B17-240-R-3972-3732-60,A11-176-R-2328-2784-48,Emp-2,20180827023159,20180827023759,20180827023859
REPLEN,SLOT CHANGE,B13-155-R-3060-2532-60,B18-227-L-4200-3564-0,Emp-8,20180827023326,20180827023526,20180827024326
REPLEN,REPLEN,A7-55-R-1416-1224-0,B18-184-L-4200-2880-84,Emp-10,20180827023453,20180827023553,20180827024153
PUTAWAY,SLAMS DUNK,B14-141-L-3288-2364-0,A1-188-R-48-2928-72,Emp-4,20180827023620,20180827023920,20180827024320
REPLEN OVERFLOW,PUTAWAY,A8-32-L-1644-912-36,A7-20-R-1416-732-60,Emp-8,20180827023747,20180827024747,20180827024547
RETURNS PUTAWAY,RETURNS PUTAWAY,A2-57-L-276-1248-0,A7-34-R-1416-936-60,Emp-5,20180827023914,20180827024214,20180827024714
PUTAWAY,REPLEN,A10-84-L-2100-1608-84,A11-104-R-2328-1872-48,Emp-8,20180827024041,20180827024541,20180827024741
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-116-L-1644-2040-36,B13-236-R-3060-3684-96,Emp-4,20180827024208,20180827024508,20180827024808
MOVE TO DOOR,SLAMS DUNK,A1-118-L-48-2064-0,DR-D21,Emp-6,20180827024335,20180827025235,20180827025035
PUTAWAY,PUTAWAY,A10-58-L-2100-1272-84,A6-39-L-1188-1008-0,Emp-2,20180827024502,20180827025002,20180827025202
MOVE TO DOOR,REPLEN,B18-151-R-4200-2484-60,DR-D18,Emp-1,20180827024629,20180827024729,20180827025329
REPLEN OVERFLOW,SLAMS DUNK,A3-1-R-504-300-60,C24-155-L-5616-2532-0,Emp-1,20180827024756,20180827025156,20180827025356
PUTAWAY,PUTAWAY,A5-45-L-960-1092-48,A1Y-L-228-0-0,Emp-6,20180827024923,20180827025023,20180827025623
MOVE TO DOOR,REPLEN,A4-59-R-732-1284-0,DR-D5,Emp-2,20180827025050,20180827030050,20180827025850
MOVE TO DOOR,SLOT CHANGE,C22-254-R-5160-3900-0,DR-D14,Emp-4,20180827025217,20180827030117,20180827030117
PUTAWAY,SLAMS DUNK,A8-172-L-1644-2736-0,A8-206-R-1644-3216-48,Emp-6,20180827025344,20180827030344,20180827025844
REPLEN OVERFLOW,SLOT CHANGE,A5-101-R-960-1836-0,A11-148-R-2328-2448-48,Emp-2,20180827025511,20180827025811,20180827030311
PUTAWAY,SLOT CHANGE,B14-151-R-3288-2484-0,A1-130-R-48-2232-0,Emp-9,20180827025638,20180827030438,20180827030338
REPLEN,SLAMS DUNK,A10-33-L-2100-924-84,B18-179-L-4200-2820-0,Emp-10,20180827025805,20180827030705,20180827030705
REPLEN OVERFLOW,PUTAWAY,A8-148-L-1644-2448-36,B17-240-R-3972-3732-0,Emp-3,20180827025932,20180827030832,20180827030632
MOVE TO DOOR,SLOT CHANGE,A4-142-R-732-2376-60,DR-D1,Emp-8,20180827030059,20180827031059,20180827030759
REPLEN OVERFLOW,PUTAWAY,A9-195-L-1872-3048-0,A9-213-L-1872-3336-84,Emp-2,20180827030226,20180827030826,20180827031026
MOVE TO DOOR,PUTAWAY,B2Y-R-5364-1944-60,DR-D16,Emp-5,20180827030353,20180827030753,20180827030953
MOVE TO DOOR,REPLEN,B16-247-R-3744-3816-12,DR-D4,Emp-5,20180827030520,20180827031420,20180827031120
REPLEN OVERFLOW,SLAMS DUNK,A11-104-R-2328-1872-48,A6-93-R-1188-1740-0,Emp-6,20180827030647,20180827031147,20180827031347
REPLEN OVERFLOW,REPLEN,B13-127-R-3060-2196-0,B13-148-R-3060-2448-120,Emp-7,20180827030814,20180827031014,20180827031514
MOVE TO DOOR,SLAMS DUNK,A9-216-L-1872-3384-72,DR-D6,Emp-8,20180827030941,20180827031241,20180827031941
MOVE TO DOOR,SLAMS DUNK,C22-194-R-5160-3036-84,DR-D21,Emp-8,20180827031108,20180827031608,20180827031808
RETURNS PUTAWAY,RETURNS PUTAWAY,A1-216-L-48-3384-48,A2-219-L-276-3444-48,Emp-2,20180827031235,20180827031535,20180827031835
MOVE TO DOOR,REPLEN,B21-191-R-4884-2988-0,DR-D18,Emp-5,20180827031402,20180827031802,20180827032402
REPLEN OVERFLOW,SLAMS DUNK,B16-252-L-3744-3876-96,A1Y-L-1032-0-60,Emp-1,20180827031529,20180827032129,20180827032329
REPLEN,PUTAWAY,B18-184-R-4200-2880-60,B21-217-R-4884-3396-0,Emp-7,20180827031656,20180827032056,20180827032656
MOVE TO DOOR,SLAMS DUNK,A8-172-L-1644-2736-36,DR-D17,Emp-8,20180827031823,20180827032823,20180827032723
REPLEN OVERFLOW,SLAMS DUNK,A3-113-L-504-2004-60,A6-180-R-1188-2832-60,Emp-1,20180827031950,20180827032450,20180827032950
RETURNS PUTAWAY,RETURNS PUTAWAY,A4-117-L-732-2052-0,B13-254-R-3060-3900-12,Emp-3,20180827032117,20180827032317,20180827033017
