MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN,REPLEN,C17-4302,C15-355A,N5883,20180722193512,20180722193512,20180722193512
REPLEN,REPLEN,A09-22511,A10-230C6,D6621,20180722193520,20180722193520,20180722193520
REPLEN OVERFLOW,REPLEN,A17-185B2,A17-2951,H3276,20180722193520,20180722193520,20180722193520
REPLEN,REPLEN,A09-21513,A08-235B7,M7464,20180722193523,20180722193523,20180722193523
REPLEN OVERFLOW,REPLEN,A08-115B6,A09-1853,T7444,20180722193526,20180722193526,20180722193526
REPLEN OVERFLOW,REPLEN,A10-230C6,A09-22511,D6621,20180722193535,20180722193535,20180722193535
REPLEN,REPLEN,A90-4104,A18-365A,K7123,20180722193549,20180722193549,20180722193549
REPLEN,REPLEN,A09-1903,A08-235C7,H7462,20180722193610,20180722193610,20180722193610
REPLEN OVERFLOW,REPLEN,A08-235B7,A09-21513,M7464,20180722193612,20180722193612,20180722193612
REPLEN,REPLEN,C21-37511,C19-445C2,O3568,20180722193628,20180722193628,20180722193628
REPLEN OVERFLOW,REPLEN,A08-235C7,A08-27512,H7462,20180722193634,20180722193634,20180722193634
REPLEN,REPLEN,C17-2353,C17-220A,M6224,20180722193646,20180722193646,20180722193646
REPLEN OVERFLOW,REPLEN,C19-445C2,C20-39512,O3568,20180722193656,20180722193656,20180722193656
REPLEN,REPLEN,C90-5953,C90-565B,S6772,20180722193702,20180722193702,20180722193702
REPLEN OVERFLOW,REPLEN,C17-220A,C17-25513,M6224,20180722193708,20180722193708,20180722193708
REPLEN,REPLEN,A13-2403,A13-230B7,H3276,20180722193725,20180722193725,20180722193725
REPLEN,REPLEN,C20-26012,C19-265C2,A6539,20180722193725,20180722193725,20180722193725
REPLEN,REPLEN,C13-34513,C12-265C3,N5883,20180722193726,20180722193726,20180722193726
REPLEN,REPLEN,A03-5153,A03-535A,W4741,20180722193744,20180722193744,20180722193744
REPLEN OVERFLOW,REPLEN,C12-265C3,C13-28011,N5883,20180722193747,20180722193747,20180722193747
REPLEN OVERFLOW,REPLEN,A13-230B7,A13-2403,H3276,20180722193750,20180722193750,20180722193750
REPLEN,REPLEN,B11-1352,B11-165A,M4142,20180722193758,20180722193758,20180722193758
REPLEN,REPLEN,C19-27512,C19-255A,G5893,20180722193804,20180722193804,20180722193804
REPLEN,REPLEN,B10-1401,B10-450A,T6724,20180722193810,20180722193810,20180722193810
REPLEN OVERFLOW,REPLEN,C19-265C2,C20-31511,A6539,20180722193825,20180722193825,20180722193825
REPLEN,REPLEN,A10-4402,A95-560A,S7299,20180722193830,20180722193830,20180722193830
REPLEN,REPLEN,A05-4052,A05-490A,D6621,20180722193850,20180722193850,20180722193850
REPLEN,REPLEN,A05-16012,A04-115B5,T7444,20180722193852,20180722193852,20180722193852
REPLEN,REPLEN,C17-12013,C17-200A,M6224,20180722193907,20180722193907,20180722193907
REPLEN,REPLEN,A09-2703,A10-260B3,H7462,20180722193930,20180722193930,20180722193930
REPLEN,REPLEN,C18-2651,C18-255A,S4304,20180722193931,20180722193931,20180722193931
REPLEN OVERFLOW,REPLEN,A04-115B5,A18-14512,T7444,20180722193952,20180722193952,20180722193952
REPLEN,REPLEN,B10-3203,B10-155A,T6724,20180722194002,20180722194002,20180722194002
REPLEN OVERFLOW,REPLEN,A10-260B3,A09-2703,H7462,20180722194006,20180722194006,20180722194006
REPLEN,REPLEN,A16-2302,A16-270A,H3276,20180722194007,20180722194007,20180722194007
REPLEN,REPLEN,A05-15512,A04-145B2,M7464,20180722194009,20180722194009,20180722194009
REPLEN,REPLEN,C19-11511,C19-150A,G5893,20180722194015,20180722194015,20180722194015
REPLEN,REPLEN,C14-2401,C14-105B2,O3568,20180722194019,20180722194019,20180722194019
REPLEN,REPLEN,A11-4551,A10-385C1,D6621,20180722194024,20180722194024,20180722194024
REPLEN,REPLEN,C20-14512,C19-245B4,J7124,20180722194024,20180722194024,20180722194024
REPLEN,REPLEN,C12-1051,C12-100A,S6772,20180722194033,20180722194033,20180722194033
REPLEN,REPLEN,A05-15512,A06-100C4,S7299,20180722194039,20180722194039,20180722194039
REPLEN OVERFLOW,REPLEN,A10-385C1,A11-3802,D6621,20180722194049,20180722194049,20180722194049
REPLEN OVERFLOW,REPLEN,A06-100C4,A05-15512,S7299,20180722194107,20180722194107,20180722194107
REPLEN OVERFLOW,REPLEN,A16-270A,A16-2302,H3276,20180722194112,20180722194112,20180722194112
REPLEN OVERFLOW,REPLEN,C19-245B4,C21-41511,J7124,20180722194130,20180722194130,20180722194130
REPLEN,REPLEN,B03-2404,B03-240A,T6724,20180722194149,20180722194149,20180722194149
REPLEN,REPLEN,C21-2005,C21-130A,S4304,20180722194151,20180722194151,20180722194151
REPLEN,REPLEN,C19-2552,C19-150A,M6224,20180722194153,20180722194153,20180722194153
REPLEN,REPLEN,A07-3004,A11-295B,K7123,20180722194158,20180722194158,20180722194158
REPLEN,REPLEN,A10-35011,A10-355A,W4741,20180722194201,20180722194201,20180722194201
REPLEN,REPLEN,B09-4103,B11-165A,M4142,20180722194208,20180722194208,20180722194208
REPLEN,REPLEN,C17-2104,C17-200A,N5883,20180722194209,20180722194209,20180722194209
REPLEN OVERFLOW,REPLEN,C19-150A,C19-1752,M6224,20180722194216,20180722194216,20180722194216
REPLEN OVERFLOW,REPLEN,B03-240A,B03-2202,T6724,20180722194220,20180722194220,20180722194220
REPLEN OVERFLOW,REPLEN,C21-130A,C21-1804,S4304,20180722194227,20180722194227,20180722194227
REPLEN,REPLEN,B09-4401,B09-450A,D6621,20180722194230,20180722194230,20180722194230
REPLEN,REPLEN,C15-17013,C14-105B1,O3568,20180722194235,20180722194235,20180722194235
REPLEN OVERFLOW,REPLEN,C17-200A,C17-2104,N5883,20180722194239,20180722194239,20180722194239
REPLEN,REPLEN,A07-2602,A06-235C6,T7444,20180722194241,20180722194241,20180722194241
REPLEN OVERFLOW,REPLEN,C14-105B1,C15-13013,O3568,20180722194258,20180722194258,20180722194258
REPLEN OVERFLOW,REPLEN,A11-295B,A11-3304,K7123,20180722194308,20180722194308,20180722194308
REPLEN OVERFLOW,REPLEN,A06-235C6,A07-2202,T7444,20180722194313,20180722194313,20180722194313
PUTAWAY,PUTAWAY,C21-2005,C21-1205,S4304,20180722194316,20180722194316,20180722194316
REPLEN,REPLEN,A08-3353,A08-345A,H7462,20180722194318,20180722194318,20180722194318
REPLEN,REPLEN,A15-1851,A15-190B6,M7464,20180722194329,20180722194329,20180722194329
REPLEN,REPLEN,C14-1401,C14-140A,M6224,20180722194356,20180722194356,20180722194356
REPLEN OVERFLOW,REPLEN,A15-190B6,A14-18013,M7464,20180722194358,20180722194358,20180722194358
REPLEN,REPLEN,C20-3852,C19-425C2,N5883,20180722194424,20180722194424,20180722194424
REPLEN,REPLEN,C13-40512,C14-390B6,J7124,20180722194425,20180722194425,20180722194425
REPLEN,REPLEN,C08-2004,C08-120A,W6343,20180722194443,20180722194443,20180722194443
REPLEN OVERFLOW,REPLEN,C19-425C2,C21-44012,N5883,20180722194457,20180722194457,20180722194457
REPLEN OVERFLOW,REPLEN,C14-390B6,C13-43511,J7124,20180722194512,20180722194512,20180722194512
REPLEN,REPLEN,B95-5803,B95-580A,M4142,20180722194524,20180722194524,20180722194524
REPLEN,REPLEN,A05-36512,A06-390C8,H7462,20180722194533,20180722194533,20180722194533
REPLEN,REPLEN,A16-1055,A08-380C1,T7444,20180722194534,20180722194534,20180722194534
REPLEN,REPLEN,B07-2152,B07-160A,T6724,20180722194541,20180722194541,20180722194541
REPLEN OVERFLOW,REPLEN,A06-390C8,A05-38013,H7462,20180722194557,20180722194557,20180722194557
REPLEN,REPLEN,C17-11011,C16-355C5,O3568,20180722194604,20180722194604,20180722194604
REPLEN,REPLEN,A03-1303,A03-270A,K7123,20180722194607,20180722194607,20180722194607
REPLEN,REPLEN,A90-4604,A18-280A,H3276,20180722194624,20180722194624,20180722194624
REPLEN OVERFLOW,REPLEN,C16-355C5,C17-31513,O3568,20180722194634,20180722194634,20180722194634
REPLEN,REPLEN,C14-2254,C14-190A,A6539,20180722194636,20180722194636,20180722194636
REPLEN,REPLEN,C17-3452,C18-430C7,M6224,20180722194637,20180722194637,20180722194637
REPLEN OVERFLOW,REPLEN,A08-380C1,A16-1904,T7444,20180722194657,20180722194657,20180722194657
REPLEN OVERFLOW,REPLEN,B07-160A,B07-1201,T6724,20180722194657,20180722194657,20180722194657
REPLEN,REPLEN,B06-4505,B08-390A,B6580,20180722194705,20180722194705,20180722194705
REPLEN,REPLEN,B06-3601,B07-250A,D6621,20180722194708,20180722194708,20180722194708
REPLEN OVERFLOW,REPLEN,C14-190A,C14-2252,A6539,20180722194709,20180722194709,20180722194709
REPLEN,REPLEN,B09-4503,B09-450A,W4741,20180722194722,20180722194722,20180722194722
REPLEN OVERFLOW,REPLEN,B07-250A,B07-2501,D6621,20180722194743,20180722194743,20180722194743
REPLEN,REPLEN,A11-51012,A10-505C1,H7462,20180722194749,20180722194749,20180722194749
REPLEN,REPLEN,A90-4204,A18-160A,H3276,20180722194751,20180722194751,20180722194751
REPLEN,REPLEN,B11-1155,B11-160B,T6724,20180722194802,20180722194802,20180722194802
REPLEN,REPLEN,C11-45513,C10-115C5,S4304,20180722194806,20180722194806,20180722194806
REPLEN OVERFLOW,REPLEN,A10-505C1,A11-50011,H7462,20180722194808,20180722194808,20180722194808
REPLEN OVERFLOW,REPLEN,C18-430C7,C17-3104,M6224,20180722194817,20180722194817,20180722194817
REPLEN,REPLEN,C19-1303,C19-180A,C6086,20180722194817,20180722194817,20180722194817
REPLEN,REPLEN,A03-4053,A03-410B,S7299,20180722194820,20180722194820,20180722194820
REPLEN OVERFLOW,REPLEN,B11-160B,B11-1155,T6724,20180722194824,20180722194824,20180722194824
REPLEN,REPLEN,A90-4701,A18-280A,M7464,20180722194852,20180722194852,20180722194852
REPLEN,REPLEN,B07-3851,B07-395A,T6724,20180722194916,20180722194916,20180722194916
REPLEN,REPLEN,B08-3805,B08-390B,M4142,20180722194917,20180722194917,20180722194917
REPLEN,REPLEN,B03-2603,B02-135A,W4741,20180722194920,20180722194920,20180722194920
REPLEN OVERFLOW,REPLEN,B07-395A,B07-3851,T6724,20180722194922,20180722194922,20180722194922
REPLEN OVERFLOW,REPLEN,B02-135A,B02-1451,W4741,20180722194933,20180722194933,20180722194933
REPLEN,REPLEN,C95-3301,C12-320A,G5893,20180722194947,20180722194947,20180722194947
REPLEN,REPLEN,A05-22511,A04-145B2,H7462,20180722195011,20180722195011,20180722195011
REPLEN,REPLEN,C90-7051,C90-545B,W6343,20180722195025,20180722195025,20180722195025
REPLEN OVERFLOW,REPLEN,A04-145B2,A05-16012,H7462,20180722195027,20180722195027,20180722195027
REPLEN,REPLEN,A21-3101,A10-260B2,T7444,20180722195043,20180722195043,20180722195043
REPLEN,REPLEN,C06-1653,C07-130C6,S6772,20180722195048,20180722195048,20180722195048
REPLEN,REPLEN,B01-1955,B01-240A,B6580,20180722195049,20180722195049,20180722195049
REPLEN,REPLEN,B06-3052,B06-315A,D6621,20180722195053,20180722195053,20180722195053
REPLEN,REPLEN,C11-37511,C12-340B3,A6539,20180722195055,20180722195055,20180722195055
REPLEN,REPLEN,A09-1654,A09-155A,S7299,20180722195059,20180722195059,20180722195059
REPLEN,REPLEN,C11-2404,C12-230C6,C6086,20180722195115,20180722195115,20180722195115
REPLEN OVERFLOW,REPLEN,A10-260B2,A09-4553,T7444,20180722195126,20180722195126,20180722195126
REPLEN OVERFLOW,REPLEN,C12-230C6,C11-1403,C6086,20180722195149,20180722195149,20180722195149
REPLEN OVERFLOW,REPLEN,C12-340B3,C11-45513,A6539,20180722195158,20180722195158,20180722195158
REPLEN,REPLEN,A07-4854,A06-315C7,H7462,20180722195308,20180722195308,20180722195308
REPLEN,REPLEN,C08-1604,C08-120A,N5883,20180722195339,20180722195339,20180722195339
REPLEN OVERFLOW,REPLEN,A06-315C7,A07-3004,H7462,20180722195343,20180722195343,20180722195343
REPLEN,REPLEN,B05-3451,B05-355A,M4142,20180722195426,20180722195426,20180722195426
REPLEN,REPLEN,C11-2101,C10-195C7,A6539,20180722195427,20180722195427,20180722195427
REPLEN,REPLEN,B11-2402,B11-270B,D6621,20180722195431,20180722195431,20180722195431
REPLEN,REPLEN,A06-4302,A07-315A,S7299,20180722195439,20180722195439,20180722195439
REPLEN OVERFLOW,REPLEN,B11-270B,B11-2702,D6621,20180722195510,20180722195510,20180722195510
REPLEN OVERFLOW,REPLEN,C10-195C7,C11-37511,A6539,20180722195532,20180722195532,20180722195532
REPLEN,REPLEN,C20-4304,C20-375B,S4304,20180722195548,20180722195548,20180722195548
REPLEN,REPLEN,C16-2305,C18-130A,C6086,20180722195556,20180722195556,20180722195556
REPLEN,REPLEN,C06-1953,C06-205A,N5883,20180722195616,20180722195616,20180722195616
REPLEN OVERFLOW,REPLEN,C18-130A,C18-1002,C6086,20180722195627,20180722195627,20180722195627
REPLEN OVERFLOW,REPLEN,C06-205A,C06-1953,N5883,20180722195639,20180722195639,20180722195639
REPLEN OVERFLOW,REPLEN,C20-375B,C20-3702,S4304,20180722195646,20180722195646,20180722195646
REPLEN,REPLEN,B07-4052,B07-395A,M4142,20180722195722,20180722195722,20180722195722
REPLEN,REPLEN,A09-3702,A10-510C7,M7464,20180722195832,20180722195832,20180722195832
REPLEN OVERFLOW,REPLEN,A10-510C7,A09-51513,M7464,20180722195911,20180722195911,20180722195911
REPLEN,REPLEN,C07-2653,C08-270C7,A6539,20180722195915,20180722195915,20180722195915
REPLEN,REPLEN,C08-1553,C09-205A,C6086,20180722195939,20180722195939,20180722195939
REPLEN OVERFLOW,REPLEN,C09-205A,C09-3602,C6086,20180722200037,20180722200037,20180722200037
REPLEN,REPLEN,C04-2451,C04-105A,G6481,20180722200051,20180722200051,20180722200051
REPLEN OVERFLOW,REPLEN,C08-270C7,C07-2604,A6539,20180722200125,20180722200125,20180722200125
REPLEN,REPLEN,A09-49511,A10-460C4,S6895,20180722200126,20180722200126,20180722200126
REPLEN OVERFLOW,REPLEN,A10-460C4,A09-46511,S6895,20180722200139,20180722200139,20180722200139
REPLEN,REPLEN,C02-2001,C02-115E8,T8030,20180722200139,20180722200139,20180722200139
REPLEN,REPLEN,A10-5202,A10-510C8,M7464,20180722200140,20180722200140,20180722200140
REPLEN,REPLEN,C18-1801,C18-100B2,M7805,20180722200202,20180722200202,20180722200202
REPLEN,REPLEN,C90-2652,C90-885B,S4304,20180722200203,20180722200203,20180722200203
REPLEN OVERFLOW,REPLEN,C02-115E8,C02-2001,T8030,20180722200230,20180722200230,20180722200230
REPLEN,REPLEN,C05-2451,C05-235A,G6481,20180722200232,20180722200232,20180722200232
REPLEN OVERFLOW,REPLEN,C90-885B,C90-8653,S4304,20180722200233,20180722200233,20180722200233
REPLEN OVERFLOW,REPLEN,A10-510C8,A09-41011,M7464,20180722200246,20180722200246,20180722200246
REPLEN OVERFLOW,REPLEN,C05-235A,C05-2451,G6481,20180722200300,20180722200300,20180722200300
REPLEN,REPLEN,B04-1753,B04-170A,D8206,20180722200320,20180722200320,20180722200320
REPLEN,REPLEN,A07-4254,A03-450A,J7252,20180722200336,20180722200336,20180722200336
REPLEN,REPLEN,C16-2855,C16-295A,C6086,20180722200350,20180722200350,20180722200350
REPLEN,REPLEN,C02-1502,C02-175B7,G6481,20180722200439,20180722200439,20180722200439
REPLEN,REPLEN,A09-31513,A10-310C6,M7464,20180722200459,20180722200459,20180722200459
REPLEN OVERFLOW,REPLEN,C02-175B7,C02-1502,G6481,20180722200511,20180722200511,20180722200511
REPLEN,REPLEN,C05-1853,C05-235A,T8030,20180722200523,20180722200523,20180722200523
REPLEN,REPLEN,A08-3505,A08-350A,S6895,20180722200527,20180722200527,20180722200527
REPLEN,REPLEN,C17-36013,C18-300C1,C6086,20180722200537,20180722200537,20180722200537
REPLEN OVERFLOW,REPLEN,A10-310C6,A09-31511,M7464,20180722200540,20180722200540,20180722200540
REPLEN,REPLEN,C11-2401,C90-485A,S4304,20180722200542,20180722200542,20180722200542
REPLEN OVERFLOW,REPLEN,A08-350A,A08-4652,S6895,20180722200610,20180722200610,20180722200610
REPLEN OVERFLOW,REPLEN,C18-300C1,C17-24513,C6086,20180722200617,20180722200617,20180722200617
REPLEN,REPLEN,C09-4101,C08-435C6,G6481,20180722200626,20180722200626,20180722200626
REPLEN,REPLEN,A03-39513,A03-370B,J7252,20180722200627,20180722200627,20180722200627
REPLEN,REPLEN,B06-3501,B07-255A,D8206,20180722200640,20180722200640,20180722200640
REPLEN OVERFLOW,REPLEN,C08-435C6,C09-4101,G6481,20180722200642,20180722200642,20180722200642
REPLEN OVERFLOW,REPLEN,C05-235A,C05-1853,T8030,20180722200734,20180722200734,20180722200734
REPLEN,REPLEN,C20-35512,C19-375C8,C6086,20180722200747,20180722200747,20180722200747
REPLEN OVERFLOW,REPLEN,C19-375C8,C20-35512,C6086,20180722200826,20180722200826,20180722200826
REPLEN,REPLEN,C19-2303,C19-290A,M7805,20180722200842,20180722200842,20180722200842
REPLEN,REPLEN,C02-1751,C02-140E2,G6481,20180722200843,20180722200843,20180722200843
REPLEN,REPLEN,A90-4004,A20-175A,S6895,20180722200855,20180722200855,20180722200855
REPLEN OVERFLOW,REPLEN,C19-290A,C19-3103,M7805,20180722200855,20180722200855,20180722200855
REPLEN OVERFLOW,REPLEN,C02-140E2,C02-1652,G6481,20180722200931,20180722200931,20180722200931
REPLEN,REPLEN,C13-2202,C95-650A,W6323,20180722200944,20180722200944,20180722200944
REPLEN,REPLEN,A18-2754,A17-315C6,J7252,20180722201009,20180722201009,20180722201009
REPLEN,REPLEN,C20-34011,C19-425B4,M7805,20180722201029,20180722201029,20180722201029
REPLEN OVERFLOW,REPLEN,A17-315C6,A17-3651,J7252,20180722201032,20180722201032,20180722201032
REPLEN,REPLEN,C06-2153,C07-190C7,T8030,20180722201039,20180722201039,20180722201039
REPLEN OVERFLOW,REPLEN,C95-650A,C95-6601,W6323,20180722201041,20180722201041,20180722201041
REPLEN OVERFLOW,REPLEN,C19-425B4,C20-34011,M7805,20180722201051,20180722201051,20180722201051
REPLEN,REPLEN,A05-3102,A04-475C6,S6895,20180722201054,20180722201054,20180722201054
REPLEN,REPLEN,B08-3553,B08-365A,D8206,20180722201059,20180722201059,20180722201059
REPLEN OVERFLOW,REPLEN,C07-190C7,C06-2153,T8030,20180722201118,20180722201118,20180722201118
REPLEN OVERFLOW,REPLEN,A04-475C6,A05-45512,S6895,20180722201123,20180722201123,20180722201123
REPLEN OVERFLOW,REPLEN,B08-365A,B08-3951,D8206,20180722201129,20180722201129,20180722201129
REPLEN,REPLEN,C12-3552,C11-205A,C6086,20180722201133,20180722201133,20180722201133
REPLEN,REPLEN,C07-4152,C07-335A,T3971,20180722201237,20180722201237,20180722201237
REPLEN,REPLEN,C11-3204,C13-300A,W6323,20180722201320,20180722201320,20180722201320
REPLEN,REPLEN,C12-1851,C11-205A,S4304,20180722201324,20180722201324,20180722201324
REPLEN,REPLEN,C06-2301,C05-245C1,T8030,20180722201327,20180722201327,20180722201327
REPLEN OVERFLOW,REPLEN,C13-300A,C13-17011,W6323,20180722201346,20180722201346,20180722201346
REPLEN OVERFLOW,REPLEN,C05-245C1,C06-2301,T8030,20180722201424,20180722201424,20180722201424
REPLEN,REPLEN,B08-3854,B08-380A,D8206,20180722201425,20180722201425,20180722201425
REPLEN,REPLEN,C12-1653,C12-145A,C6086,20180722201427,20180722201427,20180722201427
REPLEN,REPLEN,A09-3852,A09-245B,J7252,20180722201437,20180722201437,20180722201437
REPLEN,REPLEN,A02-4202,A02-475B,S6895,20180722201444,20180722201444,20180722201444
REPLEN OVERFLOW,REPLEN,C12-145A,C12-1403,C6086,20180722201454,20180722201454,20180722201454
REPLEN,REPLEN,C05-2451,C05-235A,T3971,20180722201455,20180722201455,20180722201455
REPLEN OVERFLOW,REPLEN,A02-475B,A02-4402,S6895,20180722201507,20180722201507,20180722201507
REPLEN,REPLEN,A05-2803,A05-280A,L6064,20180722201508,20180722201508,20180722201508
REPLEN,REPLEN,A17-2152,A17-195B5,H8169,20180722201518,20180722201518,20180722201518
REPLEN OVERFLOW,REPLEN,B08-380A,B08-4152,D8206,20180722201520,20180722201520,20180722201520
REPLEN OVERFLOW,REPLEN,A09-245B,A09-5002,J7252,20180722201525,20180722201525,20180722201525
REPLEN,REPLEN,A05-2653,A03-275A,K6144,20180722201538,20180722201538,20180722201538
REPLEN OVERFLOW,REPLEN,A17-195B5,A18-1504,H8169,20180722201602,20180722201602,20180722201602
REPLEN,REPLEN,A13-2153,A13-160A,R6581,20180722201606,20180722201606,20180722201606
REPLEN OVERFLOW,REPLEN,A13-160A,A13-1403,R6581,20180722201634,20180722201634,20180722201634
REPLEN,REPLEN,C09-4101,C08-435C6,T8030,20180722201637,20180722201637,20180722201637
REPLEN,REPLEN,A17-3401,A17-305B2,L6064,20180722201643,20180722201643,20180722201643
REPLEN,REPLEN,C15-34511,C16-350C7,M7805,20180722201649,20180722201649,20180722201649
REPLEN OVERFLOW,REPLEN,C16-350C7,C15-34012,M7805,20180722201655,20180722201655,20180722201655
REPLEN,REPLEN,B08-4252,B08-415A,D8206,20180722201703,20180722201703,20180722201703
REPLEN OVERFLOW,REPLEN,C08-435C6,C09-4101,T8030,20180722201708,20180722201708,20180722201708
REPLEN,REPLEN,C02-2001,C02-115E8,B8257,20180722201717,20180722201717,20180722201717
REPLEN,REPLEN,C20-4252,C19-425B4,W6323,20180722201724,20180722201724,20180722201724
REPLEN OVERFLOW,REPLEN,A17-305B2,A17-2903,L6064,20180722201728,20180722201728,20180722201728
REPLEN OVERFLOW,REPLEN,B08-415A,B08-4252,D8206,20180722201729,20180722201729,20180722201729
REPLEN,REPLEN,C05-1853,C05-235A,S4304,20180722201731,20180722201731,20180722201731
REPLEN OVERFLOW,REPLEN,C05-235A,C05-2451,S4304,20180722201755,20180722201755,20180722201755
REPLEN OVERFLOW,REPLEN,C19-425B4,C95-7201,W6323,20180722201757,20180722201757,20180722201757
REPLEN,REPLEN,A90-4704,A18-280A,M7464,20180722201758,20180722201758,20180722201758
REPLEN OVERFLOW,REPLEN,C02-115E8,C02-2001,B8257,20180722201805,20180722201805,20180722201805
REPLEN,REPLEN,A10-4703,A10-450A,J7252,20180722201817,20180722201817,20180722201817
REPLEN,REPLEN,C17-26511,C16-275C7,C6086,20180722201822,20180722201822,20180722201822
REPLEN,REPLEN,A05-12512,A06-110B5,J5743,20180722201825,20180722201825,20180722201825
REPLEN,REPLEN,A15-24011,A15-260B3,H8169,20180722201840,20180722201840,20180722201840
REPLEN OVERFLOW,REPLEN,A06-110B5,A05-12512,J5743,20180722201844,20180722201844,20180722201844
REPLEN OVERFLOW,REPLEN,A10-450A,A10-4402,J7252,20180722201849,20180722201849,20180722201849
REPLEN,REPLEN,A14-3052,A14-220A,S6895,20180722201850,20180722201850,20180722201850
REPLEN,REPLEN,C09-4153,C10-310B7,M7805,20180722201904,20180722201904,20180722201904
REPLEN,REPLEN,A06-42012,A03-275A,R6581,20180722201905,20180722201905,20180722201905
REPLEN OVERFLOW,REPLEN,A18-280A,A90-4101,M7464,20180722201921,20180722201921,20180722201921
REPLEN OVERFLOW,REPLEN,C10-310B7,C09-3452,M7805,20180722201926,20180722201926,20180722201926
REPLEN,REPLEN,B08-2451,B08-245A,D8206,20180722201930,20180722201930,20180722201930
REPLEN,REPLEN,C04-1752,C04-175C,S4304,20180722201939,20180722201939,20180722201939
REPLEN OVERFLOW,REPLEN,A15-260B3,A15-24011,H8169,20180722201950,20180722201950,20180722201950
REPLEN OVERFLOW,REPLEN,A03-275A,A03-2402,R6581,20180722201958,20180722201958,20180722201958
REPLEN,REPLEN,C20-34011,C19-425B4,B8257,20180722202009,20180722202009,20180722202009
REPLEN,REPLEN,A06-17511,A06-215A,K6144,20180722202012,20180722202012,20180722202012
REPLEN,REPLEN,C05-2451,C05-235A,S4304,20180722202012,20180722202012,20180722202012
REPLEN OVERFLOW,REPLEN,C05-235A,C05-2451,S4304,20180722202017,20180722202017,20180722202017
REPLEN,REPLEN,A14-18013,A15-190B6,J7252,20180722202037,20180722202037,20180722202037
REPLEN,REPLEN,A16-3001,A17-355C6,H6424,20180722202039,20180722202039,20180722202039
REPLEN OVERFLOW,REPLEN,C19-425B4,C20-34011,B8257,20180722202048,20180722202048,20180722202048
REPLEN,REPLEN,C94-2304,C94-220A,W6323,20180722202050,20180722202050,20180722202050
REPLEN OVERFLOW,REPLEN,A15-190B6,A14-18013,J7252,20180722202100,20180722202100,20180722202100
REPLEN,REPLEN,C21-2652,C21-235B,C6086,20180722202105,20180722202105,20180722202105
REPLEN,REPLEN,C06-2301,C05-245C1,T8030,20180722202106,20180722202106,20180722202106
REPLEN OVERFLOW,REPLEN,C94-220A,C04-2952,W6323,20180722202106,20180722202106,20180722202106
REPLEN,REPLEN,C10-4552,C95-210B,T3971,20180722202110,20180722202110,20180722202110
REPLEN,REPLEN,A08-38011,A08-380C1,S6895,20180722202113,20180722202113,20180722202113
REPLEN,REPLEN,A90-4504,A20-325A,L6064,20180722202115,20180722202115,20180722202115
REPLEN OVERFLOW,REPLEN,C95-210B,C95-1601,T3971,20180722202115,20180722202115,20180722202115
REPLEN,REPLEN,C20-40013,C19-455B8,M7805,20180722202127,20180722202127,20180722202127
REPLEN OVERFLOW,REPLEN,A20-325A,A20-2901,L6064,20180722202132,20180722202132,20180722202132
REPLEN,REPLEN,C05-2251,C05-245A,S4304,20180722202136,20180722202136,20180722202136
REPLEN OVERFLOW,REPLEN,A17-355C6,A16-3001,H6424,20180722202137,20180722202137,20180722202137
REPLEN OVERFLOW,REPLEN,C19-455B8,C20-40013,M7805,20180722202150,20180722202150,20180722202150
REPLEN OVERFLOW,REPLEN,C05-245A,C05-2251,S4304,20180722202154,20180722202154,20180722202154
REPLEN OVERFLOW,REPLEN,A08-380C1,A07-26513,S6895,20180722202206,20180722202206,20180722202206
REPLEN,REPLEN,A10-30511,A10-260A,J5743,20180722202209,20180722202209,20180722202209
REPLEN OVERFLOW,REPLEN,C05-245C1,C06-2651,T8030,20180722202214,20180722202214,20180722202214
REPLEN,REPLEN,A08-36012,A08-380C1,M7464,20180722202226,20180722202226,20180722202226
REPLEN,REPLEN,C20-34011,C19-425B4,W6323,20180722202227,20180722202227,20180722202227
REPLEN,REPLEN,A08-37012,A08-345A,R6581,20180722202228,20180722202228,20180722202228
REPLEN OVERFLOW,REPLEN,C19-425B4,C20-34011,W6323,20180722202233,20180722202233,20180722202233
REPLEN,REPLEN,A16-1904,A08-380C1,H8169,20180722202235,20180722202235,20180722202235
REPLEN OVERFLOW,REPLEN,A08-345A,A08-37512,R6581,20180722202259,20180722202259,20180722202259
REPLEN OVERFLOW,REPLEN,A08-380C1,A07-44012,M7464,20180722202311,20180722202311,20180722202311
REPLEN OVERFLOW,REPLEN,A08-380C1,A07-4854,H8169,20180722202313,20180722202313,20180722202313
REPLEN,REPLEN,C16-3701,C16-385C2,M7805,20180722202321,20180722202321,20180722202321
REPLEN,REPLEN,A16-3655,A15-260B3,L6064,20180722202328,20180722202328,20180722202328
REPLEN,REPLEN,A11-4902,A10-465B1,J7252,20180722202350,20180722202350,20180722202350
REPLEN,REPLEN,A07-3004,A06-315C7,S6895,20180722202355,20180722202355,20180722202355
REPLEN,REPLEN,C06-2152,C06-275A,C6086,20180722202402,20180722202402,20180722202402
REPLEN OVERFLOW,REPLEN,A15-260B3,A14-2053,L6064,20180722202407,20180722202407,20180722202407
REPLEN,REPLEN,C05-2451,C05-235A,B8257,20180722202407,20180722202407,20180722202407
