MOVE_TYPE,MOVE_TYPE_DETAIL,FROM_LOCATION,TO_LOCATION,EMP_ID,START_TIME,END_TIME,GOAL
REPLEN OVERFLOW,PUTAWAY,A3-71-L-504-1440-0,A2-108-R-276-1932-0,Emp-4,20180826223535,20180826224035,20180826224235
MOVE TO DOOR,REPLEN,A6-213-L-1188-3336-60,DR-001,Emp-6,20180826223702,20180826224202,20180826224302
REPLEN,REPLEN,A4-87-L-732-1644-60,A10-199-L-2100-3108-0,Emp-5,20180826223829,20180826224329,20180826224729
PUTAWAY,SLOT CHANGE,A5-206-L-960-3216-36,A5-216-R-960-3384-0,Emp-5,20180826223956,20180826224556,20180826224756
REPLEN,REPLEN,A2-14-L-276-624-0,A7-160-R-1416-2592-0,Emp-10,20180826224123,20180826224323,20180826224923
MOVE TO DOOR,SLAMS DUNK,A8-172-R-1644-2736-60,DR-001,Emp-9,20180826224250,20180826224750,20180826225050
PUTAWAY,SLAMS DUNK,A5-109-R-960-1956-60,A7-6-R-1416-468-60,Emp-6,20180826224417,20180826225417,20180826225117
PUTAWAY,PUTAWAY,A5-122-L-960-2124-0,A7-80-L-1416-1560-60,Emp-2,20180826224544,20180826225444,20180826225444
REPLEN OVERFLOW,PUTAWAY,A5-1-L-960-300-0,A8-56-L-1644-1236-36,Emp-8,20180826224711,20180826225211,20180826225311
REPLEN OVERFLOW,SLOT CHANGE,A10-87-R-2100-1644-84,A1-149-R-48-2460-60,Emp-6,20180826224838,20180826225338,20180826225838
MOVE TO DOOR,PUTAWAY,A11-145-L-2328-2412-0,DR-001,Emp-4,20180826225005,20180826225305,20180826230005
REPLEN,REPLEN,A6-10-L-1188-564-60,A3-4-L-504-408-60,Emp-6,20180826225132,20180826225332,20180826230032
REPLEN OVERFLOW,PUTAWAY,A3-41-R-504-1044-60,A6-206-R-1188-3216-48,Emp-10,20180826225259,20180826225559,20180826230159
PUTAWAY,REPLEN,A3-140-R-504-2352-60,A4-98-R-732-1800-60,Emp-6,20180826225426,20180826225626,20180826230026
REPLEN,SLAMS DUNK,A10-15-L-2100-636-84,A10-206-L-2100-3216-0,Emp-7,20180826225553,20180826230553,20180826230553
REPLEN,PUTAWAY,A7-216-L-1416-3384-0,A10-15-L-2100-636-84,Emp-9,20180826225720,20180826230420,20180826230220
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-206-R-1644-3216-0,A10-213-L-2100-3336-0,Emp-3,20180826225847,20180826230347,20180826230747
REPLEN OVERFLOW,SLAMS DUNK,A7-123-R-1416-2136-60,A9-67-L-1872-1380-0,Emp-7,20180826230014,20180826230814,20180826230814
MOVE TO DOOR,PUTAWAY,A10-92-L-2100-1728-0,DR-001,Emp-3,20180826230141,20180826231041,20180826230841
PUTAWAY,SLAMS DUNK,A1-154-L-48-2520-60,A5-18-R-960-696-0,Emp-8,20180826230308,20180826231008,20180826230808
REPLEN,PUTAWAY,A3-154-R-504-2520-60,A7-206-R-1416-3216-0,Emp-3,20180826230435,20180826230735,20180826231035
PUTAWAY,PUTAWAY,A4-213-R-732-3336-72,A9-41-L-1872-1044-0,Emp-3,20180826230602,20180826231002,20180826231302
MOVE TO DOOR,SLAMS DUNK,A9-175-R-1872-2772-48,DR-001,Emp-1,20180826230729,20180826230829,20180826231629
REPLEN,SLOT CHANGE,A3-24-L-504-816-60,A5-213-R-960-3336-0,Emp-2,20180826230856,20180826231056,20180826231756
MOVE TO DOOR,PUTAWAY,A8-134-L-1644-2280-36,DR-001,Emp-4,20180826231023,20180826231623,20180826231823
MOVE TO DOOR,SLAMS DUNK,A4-206-R-732-3216-36,DR-001,Emp-5,20180826231150,20180826232150,20180826231650
REPLEN OVERFLOW,SLOT CHANGE,A7-67-L-1416-1380-0,A6-180-R-1188-2832-0,Emp-4,20180826231317,20180826231817,20180826231817
REPLEN,PUTAWAY,A1-159-L-48-2580-0,A5-28-L-960-864-48,Emp-7,20180826231444,20180826231744,20180826232244
MOVE TO DOOR,SLAMS DUNK,A8-70-L-1644-1416-0,DR-001,Emp-3,20180826231611,20180826232611,20180826232511
PUTAWAY,SLOT CHANGE,A4-127-R-732-2196-60,A6-86-R-1188-1632-60,Emp-1,20180826231738,20180826231838,20180826232738
REPLEN,PUTAWAY,A8-153-L-1644-2508-36,A7-219-R-1416-3444-48,Emp-4,20180826231905,20180826232005,20180826232505
PUTAWAY,PUTAWAY,A6-213-R-1188-3336-0,A1Y-L-2340-0-0,Emp-3,20180826232032,20180826232932,20180826232532
REPLEN,PUTAWAY,A2-216-L-276-3384-48,A6-56-R-1188-1236-60,Emp-6,20180826232159,20180826233059,20180826232759
REPLEN,PUTAWAY,A11-22-R-2328-780-48,A1-12-R-48-588-60,Emp-9,20180826232326,20180826233026,20180826233226
REPLEN,REPLEN,A6-76-R-1188-1512-0,A11-148-R-2328-2448-0,Emp-6,20180826232453,20180826232753,20180826233053
PUTAWAY,PUTAWAY,A10-105-L-2100-1896-0,A11-73-R-2328-1464-48,Emp-3,20180826232620,20180826233220,20180826233320
RETURNS PUTAWAY,RETURNS PUTAWAY,A9-145-L-1872-2412-84,A11-14-R-2328-624-0,Emp-8,20180826232747,20180826233547,20180826233747
REPLEN,SLAMS DUNK,A7-34-R-1416-936-0,A10-1-R-2100-300-84,Emp-8,20180826232914,20180826233114,20180826233514
REPLEN,SLAMS DUNK,A5-206-R-960-3216-72,A7-195-R-1416-3048-84,Emp-4,20180826233041,20180826234041,20180826234041
MOVE TO DOOR,SLAMS DUNK,A2-153-L-276-2508-0,DR-001,Emp-10,20180826233208,20180826233908,20180826233708
MOVE TO DOOR,SLOT CHANGE,A8-100-R-1644-1824-60,DR-001,Emp-4,20180826233335,20180826234335,20180826234035
REPLEN OVERFLOW,SLAMS DUNK,A5-24-L-960-816-0,A9-76-R-1872-1512-48,Emp-4,20180826233502,20180826234202,20180826234002
PUTAWAY,REPLEN,A7-219-R-1416-3444-72,A11-126-L-2328-2184-60,Emp-6,20180826233629,20180826233729,20180826234329
REPLEN OVERFLOW,SLAMS DUNK,A7-1-L-1416-300-60,A1-41-R-48-1044-60,Emp-9,20180826233756,20180826233856,20180826234656
MOVE TO DOOR,PUTAWAY,A3-105-L-504-1896-0,DR-001,Emp-3,20180826233923,20180826234823,20180826234823
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-126-L-1416-2184-0,A7-14-L-1416-624-0,Emp-4,20180826234050,20180826234750,20180826234750
REPLEN,PUTAWAY,A8-153-L-1644-2508-0,A6-120-L-1188-2088-0,Emp-8,20180826234217,20180826234617,20180826234817
MOVE TO DOOR,SLOT CHANGE,A10-92-L-2100-1728-84,DR-001,Emp-1,20180826234344,20180826234944,20180826234944
REPLEN,SLOT CHANGE,A3-50-L-504-1152-0,A3-67-R-504-1380-60,Emp-5,20180826234511,20180826235011,20180826235011
REPLEN OVERFLOW,PUTAWAY,A6-1-L-1188-300-0,A8-166-L-1644-2664-36,Emp-5,20180826234638,20180826235238,20180826235638
MOVE TO DOOR,PUTAWAY,A9-202-L-1872-3156-0,DR-001,Emp-5,20180826234805,20180826235805,20180826235805
REPLEN,REPLEN,A6-1-L-1188-300-0,A6-213-L-1188-3336-60,Emp-4,20180826234932,20180826235132,20180826235532
PUTAWAY,SLOT CHANGE,A2-74-L-276-1476-0,A7-123-R-1416-2136-0,Emp-5,20180826235059,20180826235759,20180826235759
PUTAWAY,SLAMS DUNK,A4-206-R-732-3216-72,A3-12-R-504-588-60,Emp-7,20180826235226,20180826235426,20180826235926
MOVE TO DOOR,REPLEN,A4-202-L-732-3156-36,DR-001,Emp-5,20180826235353,20180827000253,20180827000253
PUTAWAY,PUTAWAY,A2-216-R-276-3384-48,A4-213-L-732-3336-0,Emp-8,20180826235520,20180827000420,20180827000420
PUTAWAY,SLAMS DUNK,A4-56-R-732-1236-60,A3-195-R-504-3048-0,Emp-5,20180826235647,20180827000147,20180827000447
REPLEN,SLAMS DUNK,A6-7-R-1188-504-60,A6-98-R-1188-1800-0,Emp-3,20180826235814,20180827000514,20180827000614
REPLEN,SLAMS DUNK,A2-44-L-276-1080-60,A8-70-L-1644-1416-0,Emp-9,20180826235941,20180827000941,20180827000741
MOVE TO DOOR,PUTAWAY,A7-59-R-1416-1284-0,DR-001,Emp-10,20180827000108,20180827000608,20180827000808
MOVE TO DOOR,SLOT CHANGE,A3-113-R-504-2004-0,DR-001,Emp-9,20180827000235,20180827000435,20180827000935
MOVE TO DOOR,SLOT CHANGE,A8-7-L-1644-504-0,DR-001,Emp-4,20180827000402,20180827000902,20180827001002
REPLEN OVERFLOW,SLAMS DUNK,A5-4-L-960-408-0,A11-145-L-2328-2412-0,Emp-8,20180827000529,20180827000629,20180827001129
REPLEN,SLOT CHANGE,A4-53-L-732-1188-0,A7-216-R-1416-3384-72,Emp-9,20180827000656,20180827001156,20180827001356
REPLEN,SLOT CHANGE,A9-142-R-1872-2376-0,A3-135-L-504-2292-60,Emp-8,20180827000823,20180827001023,20180827001523
REPLEN OVERFLOW,SLAMS DUNK,A4-64-R-732-1344-0,A9-9-R-1872-528-0,Emp-3,20180827000950,20180827001550,20180827001950
MOVE TO DOOR,REPLEN,A10-61-R-2100-1308-0,DR-001,Emp-4,20180827001117,20180827001217,20180827001717
PUTAWAY,SLAMS DUNK,A6-103-R-1188-1860-0,A7-155-R-1416-2532-0,Emp-7,20180827001244,20180827001444,20180827002044
REPLEN,REPLEN,A1-140-L-48-2352-0,A6-4-L-1188-408-0,Emp-9,20180827001411,20180827002311,20180827002011
PUTAWAY,PUTAWAY,A3-209-R-504-3276-84,A3-21-L-504-756-0,Emp-10,20180827001538,20180827001938,20180827002338
MOVE TO DOOR,SLOT CHANGE,A8-32-R-1644-912-60,DR-001,Emp-5,20180827001705,20180827002105,20180827002605
MOVE TO DOOR,PUTAWAY,A8-74-L-1644-1476-36,DR-001,Emp-9,20180827001832,20180827002532,20180827002332
REPLEN,SLAMS DUNK,A8-57-L-1644-1248-0,A10-83-R-2100-1596-84,Emp-3,20180827001959,20180827002659,20180827002759
MOVE TO DOOR,REPLEN,A8-216-R-1644-3384-0,DR-001,Emp-6,20180827002126,20180827003026,20180827002726
REPLEN OVERFLOW,SLOT CHANGE,A6-64-L-1188-1344-60,A11-96-L-2328-1776-0,Emp-7,20180827002253,20180827003053,20180827002853
MOVE TO DOOR,SLOT CHANGE,A5-37-R-960-984-0,DR-001,Emp-9,20180827002420,20180827002920,20180827003020
REPLEN OVERFLOW,SLOT CHANGE,A2-20-R-276-732-0,A6-4-R-1188-408-0,Emp-2,20180827002547,20180827002847,20180827003147
PUTAWAY,REPLEN,A5-202-R-960-3156-36,A6-199-L-1188-3108-60,Emp-10,20180827002714,20180827002914,20180827003614
MOVE TO DOOR,PUTAWAY,A10-67-L-2100-1380-0,DR-001,Emp-4,20180827002841,20180827003841,20180827003541
REPLEN,PUTAWAY,A6-103-R-1188-1860-60,A4-216-L-732-3384-24,Emp-6,20180827003008,20180827003908,20180827003608
REPLEN,SLAMS DUNK,A3-6-L-504-468-0,A3-84-R-504-1608-60,Emp-10,20180827003135,20180827003435,20180827004035
RETURNS PUTAWAY,RETURNS PUTAWAY,A1Y-L-744-0-0,A6-98-L-1188-1800-0,Emp-3,20180827003302,20180827003902,20180827004202
REPLEN OVERFLOW,SLAMS DUNK,A10-206-L-2100-3216-0,A10-33-L-2100-924-84,Emp-3,20180827003429,20180827003729,20180827003929
PUTAWAY,PUTAWAY,A10-57-R-2100-1248-0,A3-191-L-504-2988-60,Emp-8,20180827003556,20180827004456,20180827004156
MOVE TO DOOR,SLAMS DUNK,A10-50-L-2100-1152-84,DR-001,Emp-5,20180827003723,20180827004623,20180827004423
PUTAWAY,SLOT CHANGE,A9-135-L-1872-2292-0,A11-143-R-2328-2388-0,Emp-3,20180827003850,20180827004550,20180827004350
REPLEN OVERFLOW,REPLEN,A5-209-L-960-3276-0,A5-219-L-960-3444-72,Emp-6,20180827004017,20180827004117,20180827004817
REPLEN OVERFLOW,PUTAWAY,A8-70-R-1644-1416-0,A2-61-R-276-1308-0,Emp-7,20180827004144,20180827004744,20180827004744
MOVE TO DOOR,SLOT CHANGE,A1-195-L-48-3048-0,DR-001,Emp-10,20180827004311,20180827005311,20180827005211
REPLEN,PUTAWAY,A5-9-L-960-528-0,A6-115-R-1188-2028-0,Emp-6,20180827004438,20180827005238,20180827005338
MOVE TO DOOR,PUTAWAY,A7-93-R-1416-1740-0,DR-001,Emp-3,20180827004605,20180827005505,20180827005305
MOVE TO DOOR,REPLEN,A8-172-R-1644-2736-0,DR-001,Emp-10,20180827004732,20180827005432,20180827005332
REPLEN OVERFLOW,SLAMS DUNK,A6-107-L-1188-1920-60,A6-124-R-1188-2148-0,Emp-8,20180827004859,20180827004959,20180827005459
REPLEN,REPLEN,A8-216-R-1644-3384-0,A11-40-R-2328-1020-48,Emp-1,20180827005026,20180827005426,20180827005626
PUTAWAY,SLAMS DUNK,A11-15-L-2328-636-60,A3-88-L-504-1668-0,Emp-4,20180827005153,20180827005953,20180827005853
REPLEN OVERFLOW,SLAMS DUNK,A9-62-L-1872-1320-0,A2-153-R-276-2508-0,Emp-2,20180827005320,20180827010120,20180827010020
PUTAWAY,SLAMS DUNK,A2-3-L-276-360-60,A5-195-R-960-3048-36,Emp-1,20180827005447,20180827010347,20180827010347
REPLEN,SLAMS DUNK,A3-206-L-504-3216-84,A7-58-L-1416-1272-0,Emp-10,20180827005614,20180827010414,20180827010214
PUTAWAY,REPLEN,A10-121-R-2100-2100-0,A7-202-R-1416-3156-48,Emp-7,20180827005741,20180827010241,20180827010441
REPLEN,SLAMS DUNK,A8-162-R-1644-2616-0,A6-59-L-1188-1284-60,Emp-1,20180827005908,20180827010708,20180827010708
MOVE TO DOOR,SLOT CHANGE,A3-199-R-504-3108-84,DR-001,Emp-3,20180827010035,20180827010735,20180827010835
REPLEN,REPLEN,A1Y-L-1824-0-60,A1-216-R-48-3384-48,Emp-10,20180827010202,20180827010802,20180827010802
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-20-L-1644-732-36,A5-209-L-960-3276-36,Emp-1,20180827010329,20180827011129,20180827010829
MOVE TO DOOR,REPLEN,A1-3-L-48-360-0,DR-001,Emp-9,20180827010456,20180827010956,20180827011256
PUTAWAY,PUTAWAY,A11-83-R-2328-1596-0,A8-74-R-1644-1476-0,Emp-7,20180827010623,20180827011123,20180827011623
REPLEN,SLOT CHANGE,A1-113-L-48-2004-60,A1Y-L-1536-0-60,Emp-9,20180827010750,20180827011650,20180827011650
MOVE TO DOOR,REPLEN,A7-3-R-1416-360-60,DR-001,Emp-1,20180827010917,20180827011817,20180827011517
PUTAWAY,REPLEN,A1-122-L-48-2124-60,A4-90-R-732-1692-60,Emp-2,20180827011044,20180827011244,20180827011544
REPLEN,REPLEN,A8-213-L-1644-3336-0,A9-206-R-1872-3216-0,Emp-4,20180827011211,20180827012111,20180827011811
REPLEN OVERFLOW,REPLEN,A6-42-R-1188-1056-0,A10-49-R-2100-1140-0,Emp-9,20180827011338,20180827011938,20180827012238
MOVE TO DOOR,SLOT CHANGE,A5-219-L-960-3444-0,DR-001,Emp-5,20180827011505,20180827012205,20180827012305
REPLEN OVERFLOW,SLOT CHANGE,A6-19-R-1188-720-0,A10-75-L-2100-1500-84,Emp-8,20180827011632,20180827012432,20180827012532
MOVE TO DOOR,SLOT CHANGE,A1-33-L-48-924-60,DR-001,Emp-7,20180827011759,20180827012759,20180827012459
REPLEN OVERFLOW,PUTAWAY,A3-58-R-504-1272-60,A1-206-R-48-3216-0,Emp-6,20180827011926,20180827012226,20180827012526
REPLEN,SLOT CHANGE,A9-69-R-1872-1404-48,A3-202-L-504-3156-0,Emp-6,20180827012053,20180827012153,20180827012953
MOVE TO DOOR,REPLEN,A1-105-L-48-1896-0,DR-001,Emp-1,20180827012220,20180827012520,20180827013120
MOVE TO DOOR,SLOT CHANGE,A7-216-L-1416-3384-0,DR-001,Emp-2,20180827012347,20180827012647,20180827012847
REPLEN OVERFLOW,SLOT CHANGE,A1Y-L-60-0-0,A11-1-L-2328-300-60,Emp-5,20180827012514,20180827012814,20180827013414
REPLEN,SLAMS DUNK,A7-195-L-1416-3048-84,A7-206-L-1416-3216-0,Emp-8,20180827012641,20180827013441,20180827013541
REPLEN,PUTAWAY,A2-206-R-276-3216-0,A2-216-L-276-3384-0,Emp-4,20180827012808,20180827013108,20180827013508
REPLEN,PUTAWAY,A11-164-L-2328-2640-0,A11-18-L-2328-696-60,Emp-3,20180827012935,20180827013035,20180827013535
REPLEN,SLAMS DUNK,A11-41-L-2328-1044-0,A4-175-R-732-2772-60,Emp-7,20180827013102,20180827013602,20180827013802
PUTAWAY,SLAMS DUNK,A1Y-L-1884-0-0,A5-62-R-960-1320-0,Emp-7,20180827013229,20180827013329,20180827013729
RETURNS PUTAWAY,RETURNS PUTAWAY,A8-138-R-1644-2328-60,A3-188-R-504-2928-84,Emp-5,20180827013356,20180827014356,20180827014056
PUTAWAY,REPLEN,A6-175-R-1188-2772-0,A10-58-L-2100-1272-84,Emp-4,20180827013523,20180827014523,20180827014523
MOVE TO DOOR,REPLEN,A2-216-R-276-3384-48,DR-001,Emp-7,20180827013650,20180827013850,20180827014250
RETURNS PUTAWAY,RETURNS PUTAWAY,A7-3-R-1416-360-60,A11-74-R-2328-1476-48,Emp-6,20180827013817,20180827014417,20180827014817
REPLEN,REPLEN,A4-115-R-732-2028-0,A6-76-L-1188-1512-0,Emp-4,20180827013944,20180827014944,20180827014644
MOVE TO DOOR,SLOT CHANGE,A10-162-R-2100-2616-84,DR-001,Emp-4,20180827014111,20180827015111,20180827014611
RETURNS PUTAWAY,RETURNS PUTAWAY,A11-84-L-2328-1608-0,A1-191-L-48-2988-0,Emp-6,20180827014238,20180827015038,20180827014938
REPLEN OVERFLOW,SLAMS DUNK,A1Y-L-60-0-60,A4-209-L-732-3276-72,Emp-8,20180827014405,20180827014705,20180827015205
MOVE TO DOOR,SLOT CHANGE,A6-146-L-1188-2424-0,DR-001,Emp-4,20180827014532,20180827014932,20180827015232
MOVE TO DOOR,PUTAWAY,A2-44-L-276-1080-0,DR-001,Emp-1,20180827014659,20180827014859,20180827015259
REPLEN OVERFLOW,REPLEN,A1-213-L-48-3336-84,A4-27-L-732-852-0,Emp-4,20180827014826,20180827015826,20180827015626
REPLEN,SLAMS DUNK,A4-134-L-732-2280-0,A2-100-R-276-1824-0,Emp-2,20180827014953,20180827015253,20180827015553
REPLEN OVERFLOW,REPLEN,A9-58-L-1872-1272-0,A2-23-L-276-792-0,Emp-4,20180827015120,20180827015720,20180827015820
MOVE TO DOOR,SLAMS DUNK,A8-77-L-1644-1524-36,DR-001,Emp-8,20180827015247,20180827015347,20180827020247
REPLEN OVERFLOW,SLOT CHANGE,A7-42-R-1416-1056-0,A2-202-R-276-3156-84,Emp-6,20180827015414,20180827020114,20180827020014
MOVE TO DOOR,SLOT CHANGE,A4-157-L-732-2556-60,DR-001,Emp-4,20180827015541,20180827015941,20180827020141
MOVE TO DOOR,REPLEN,A1Y-L-1716-0-60,DR-001,Emp-8,20180827015708,20180827020608,20180827020308
PUTAWAY,REPLEN,A7-160-R-1416-2592-60,A1-216-R-48-3384-0,Emp-4,20180827015835,20180827020535,20180827020535
REPLEN,REPLEN,A1Y-L-1368-0-60,A5-3-L-960-360-48,Emp-3,20180827020002,20180827020302,20180827020502
REPLEN,SLOT CHANGE,A11-18-L-2328-696-60,A4-76-R-732-1512-60,Emp-4,20180827020129,20180827020429,20180827020829
REPLEN,PUTAWAY,A5-126-R-960-2184-0,A7-150-L-1416-2472-60,Emp-5,20180827020256,20180827020656,20180827020756
RETURNS PUTAWAY,RETURNS PUTAWAY,A11-108-R-2328-1932-0,A3-28-R-504-864-0,Emp-5,20180827020423,20180827020523,20180827020923
MOVE TO DOOR,SLAMS DUNK,A8-49-R-1644-1140-60,DR-001,Emp-8,20180827020550,20180827020650,20180827021550
REPLEN,REPLEN,A4-124-R-732-2148-60,A9-149-L-1872-2460-84,Emp-3,20180827020717,20180827020817,20180827021417
REPLEN OVERFLOW,PUTAWAY,A4-4-R-732-408-60,A4-70-L-732-1416-60,Emp-1,20180827020844,20180827021344,20180827021544
PUTAWAY,SLOT CHANGE,A8-167-R-1644-2676-0,A1-54-R-48-1212-60,Emp-10,20180827021011,20180827021211,20180827021911
REPLEN,SLAMS DUNK,A3-209-R-504-3276-0,A5-199-R-960-3108-72,Emp-7,20180827021138,20180827021638,20180827022038
PUTAWAY,SLAMS DUNK,A5-3-R-960-360-60,A9-98-R-1872-1800-0,Emp-2,20180827021305,20180827022305,20180827022105
REPLEN OVERFLOW,PUTAWAY,A9-58-L-1872-1272-0,A3-199-L-504-3108-0,Emp-1,20180827021432,20180827022432,20180827022432
REPLEN OVERFLOW,PUTAWAY,A10-75-L-2100-1500-0,A9-120-R-1872-2088-48,Emp-5,20180827021559,20180827022359,20180827022559
MOVE TO DOOR,REPLEN,A6-39-L-1188-1008-60,DR-001,Emp-2,20180827021726,20180827022726,20180827022526
REPLEN,SLAMS DUNK,A7-80-R-1416-1560-60,A1-195-L-48-3048-48,Emp-6,20180827021853,20180827022653,20180827022553
PUTAWAY,SLAMS DUNK,A2-20-L-276-732-0,A4-170-R-732-2712-0,Emp-10,20180827022020,20180827023020,20180827022520
REPLEN OVERFLOW,SLAMS DUNK,A8-61-L-1644-1308-0,A2-53-L-276-1188-0,Emp-5,20180827022147,20180827022347,20180827023147
MOVE TO DOOR,REPLEN,A8-148-L-1644-2448-36,DR-001,Emp-2,20180827022314,20180827022614,20180827023214
MOVE TO DOOR,SLAMS DUNK,A1Y-L-396-0-0,DR-001,Emp-7,20180827022441,20180827022941,20180827022941
MOVE TO DOOR,REPLEN,A2-61-L-276-1308-60,DR-001,Emp-9,20180827022608,20180827023608,20180827023208
PUTAWAY,SLOT CHANGE,A2-70-R-276-1416-0,A7-122-L-1416-2124-0,Emp-6,20180827022735,20180827023035,20180827023635
PUTAWAY,PUTAWAY,A10-219-L-2100-3444-0,A5-216-L-960-3384-0,Emp-6,20180827022902,20180827023602,20180827023702
MOVE TO DOOR,SLOT CHANGE,A9-202-L-1872-3156-84,DR-001,Emp-2,20180827023029,20180827023729,20180827024029
REPLEN,REPLEN,A6-19-L-1188-720-60,A10-75-L-2100-1500-0,Emp-5,20180827023156,20180827023356,20180827023656
PUTAWAY,SLAMS DUNK,A11-105-L-2328-1896-0,A8-74-R-1644-1476-60,Emp-7,20180827023323,20180827024323,20180827024323
MOVE TO DOOR,REPLEN,A1-219-L-48-3444-84,DR-001,Emp-4,20180827023450,20180827024250,20180827023950
PUTAWAY,SLAMS DUNK,A1Y-L-1200-0-84,A1Y-L-1536-0-84,Emp-5,20180827023617,20180827024417,20180827024417
REPLEN OVERFLOW,SLOT CHANGE,A6-76-L-1188-1512-60,A2-125-L-276-2160-0,Emp-2,20180827023744,20180827024744,20180827024644
MOVE TO DOOR,SLAMS DUNK,A11-14-R-2328-624-0,DR-001,Emp-10,20180827023911,20180827024011,20180827024911
PUTAWAY,PUTAWAY,A1-159-L-48-2580-60,A9-202-R-1872-3156-84,Emp-7,20180827024038,20180827024138,20180827024738
MOVE TO DOOR,REPLEN,A4-137-R-732-2316-0,DR-001,Emp-9,20180827024205,20180827025205,20180827024805
REPLEN OVERFLOW,PUTAWAY,A1Y-L-2340-0-84,A3-216-L-504-3384-72,Emp-8,20180827024332,20180827024432,20180827025032
REPLEN OVERFLOW,SLOT CHANGE,A11-95-R-2328-1764-48,A9-73-R-1872-1464-48,Emp-5,20180827024459,20180827024859,20180827025259
REPLEN,SLAMS DUNK,A5-206-L-960-3216-0,A3-149-L-504-2460-60,Emp-9,20180827024626,20180827024726,20180827025126
PUTAWAY,PUTAWAY,A2-216-R-276-3384-0,A3-202-L-504-3156-48,Emp-2,20180827024753,20180827025753,20180827025453
REPLEN,REPLEN,A7-199-R-1416-3108-0,A7-209-L-1416-3276-48,Emp-6,20180827024920,20180827025420,20180827025420
PUTAWAY,REPLEN,A5-216-L-960-3384-24,A6-206-R-1188-3216-84,Emp-9,20180827025047,20180827025347,20180827025747
REPLEN OVERFLOW,PUTAWAY,A10-130-L-2100-2232-84,A3-4-L-504-408-60,Emp-10,20180827025214,20180827030214,20180827025914
MOVE TO DOOR,SLAMS DUNK,A1-126-R-48-2184-60,DR-001,Emp-1,20180827025341,20180827025741,20180827030041
REPLEN,REPLEN,A6-4-R-1188-408-0,A7-42-R-1416-1056-0,Emp-8,20180827025508,20180827030408,20180827030308
MOVE TO DOOR,PUTAWAY,A7-88-L-1416-1668-0,DR-001,Emp-4,20180827025635,20180827025835,20180827030435
REPLEN,REPLEN,A5-84-R-960-1608-60,A6-103-R-1188-1860-60,Emp-5,20180827025802,20180827030602,20180827030602
REPLEN OVERFLOW,REPLEN,A8-216-L-1644-3384-48,A1Y-L-1140-0-60,Emp-4,20180827025929,20180827030829,20180827030529
REPLEN,SLAMS DUNK,A10-167-R-2100-2676-0,A1Y-L-1764-0-84,Emp-3,20180827030056,20180827030156,20180827030956
REPLEN OVERFLOW,SLOT CHANGE,A1-209-R-48-3276-72,A11-104-R-2328-1872-48,Emp-7,20180827030223,20180827030923,20180827030723
REPLEN OVERFLOW,SLOT CHANGE,A4-209-R-732-3276-36,A4-219-R-732-3444-24,Emp-1,20180827030350,20180827030850,20180827031350
REPLEN,SLOT CHANGE,A9-79-L-1872-1548-84,A4-216-R-732-3384-72,Emp-6,20180827030517,20180827031317,20180827031517
MOVE TO DOOR,SLAMS DUNK,A10-109-L-2100-1956-84,DR-001,Emp-2,20180827030644,20180827031444,20180827031244
RETURNS PUTAWAY,RETURNS PUTAWAY,A1Y-L-912-0-0,A4-216-R-732-3384-24,Emp-3,20180827030811,20180827031611,20180827031311
MOVE TO DOOR,PUTAWAY,A2-20-L-276-732-0,DR-001,Emp-10,20180827030938,20180827031238,20180827031638
REPLEN,PUTAWAY,A11-6-L-2328-468-60,A11-3-L-2328-360-0,Emp-2,20180827031105,20180827031705,20180827031705
PUTAWAY,SLAMS DUNK,A5-84-R-960-1608-0,A4-206-L-732-3216-0,Emp-3,20180827031232,20180827032032,20180827032032
REPLEN,SLOT CHANGE,A1-154-L-48-2520-0,A10-164-L-2100-2640-0,Emp-5,20180827031359,20180827031859,20180827032259
REPLEN,SLOT CHANGE,A4-129-L-732-2220-60,A1Y-L-972-0-60,Emp-9,20180827031526,20180827031926,20180827032426
REPLEN,REPLEN,A8-138-R-1644-2328-0,A1-28-L-48-864-60,Emp-4,20180827031653,20180827031753,20180827032553
MOVE TO DOOR,SLOT CHANGE,A11-153-R-2328-2508-48,DR-001,Emp-2,20180827031820,20180827032520,20180827032320
MOVE TO DOOR,REPLEN,A8-40-R-1644-1020-60,DR-001,Emp-3,20180827031947,20180827032547,20180827032847
REPLEN OVERFLOW,REPLEN,A4-32-L-732-912-0,A8-7-L-1644-504-36,Emp-1,20180827032114,20180827032614,20180827032914
REPLEN OVERFLOW,REPLEN,A5-126-L-960-2184-0,A8-83-L-1644-1596-0,Emp-1,20180827032241,20180827032841,20180827033041
REPLEN OVERFLOW,REPLEN,A5-118-R-960-2064-60,A9-180-R-1872-2832-48,Emp-1,20180827032408,20180827033008,20180827033408
MOVE TO DOOR,REPLEN,A2-213-R-276-3336-0,DR-001,Emp-9,20180827032535,20180827033535,20180827033035
PUTAWAY,SLOT CHANGE,A1-9-R-48-528-0,A5-219-R-960-3444-0,Emp-7,20180827032702,20180827033002,20180827033402
MOVE TO DOOR,SLOT CHANGE,A2-8-L-276-516-60,DR-001,Emp-1,20180827032829,20180827033229,20180827033729
PUTAWAY,SLAMS DUNK,A8-14-L-1644-624-0,A1-18-R-48-696-60,Emp-10,20180827032956,20180827033656,20180827033556
